WorkOrderID,CreatedDate,CompletedDate,EngineerID,RegionID,Priority,SLAID,Status
6537,2023-07-10,2023-07-18,12,3,Low,3,Closed
6538,2023-07-10,2023-07-16,13,3,Low,3,Closed
6539,2023-07-10,,20,4,High,1,Open
6540,2023-07-10,2023-07-16,4,1,Low,3,Closed
6541,2023-07-10,2023-07-19,5,1,Low,3,Closed
6542,2023-07-10,2023-07-13,20,4,Low,3,Closed
6543,2023-07-10,2023-07-17,14,3,Low,3,Closed
6544,2023-07-10,2023-07-11,12,3,High,1,Closed
6545,2023-07-10,2023-07-15,11,3,Low,3,Closed
6546,2023-07-10,2023-07-18,10,2,Low,3,Closed
6547,2023-07-10,2023-07-13,17,4,Medium,2,Closed
6548,2023-07-10,2023-07-16,11,3,Low,3,Closed
6549,2023-07-10,,1,1,High,1,Open
6550,2023-07-10,,4,1,High,1,Open
6551,2023-07-10,2023-07-17,14,3,High,1,Closed
6552,2023-07-11,2023-07-18,18,4,Medium,2,Closed
6553,2023-07-11,,7,2,Medium,2,Open
6554,2023-07-11,2023-07-20,14,3,Low,3,Closed
6555,2023-07-11,2023-07-17,20,4,High,1,Closed
6556,2023-07-11,2023-07-19,2,1,Medium,2,Closed
6557,2023-07-11,2023-07-19,4,1,Medium,2,Closed
6558,2023-07-11,2023-07-12,1,1,Low,3,Closed
6559,2023-07-11,2023-07-17,14,3,Medium,2,Closed
6560,2023-07-11,2023-07-14,20,4,Low,3,Closed
6561,2023-07-11,2023-07-17,4,1,Low,3,Closed
6562,2023-07-11,,18,4,Medium,2,Open
6563,2023-07-11,2023-07-16,5,1,Low,3,Closed
6564,2023-07-11,2023-07-14,5,1,Medium,2,Closed
6565,2023-07-11,2023-07-12,16,4,High,1,Closed
6566,2023-07-11,2023-07-13,20,4,High,1,Closed
6567,2023-07-11,2023-07-17,15,3,Medium,2,Closed
6568,2023-07-11,2023-07-12,7,2,Medium,2,Closed
6569,2023-07-11,2023-07-16,20,4,Medium,2,Closed
6570,2023-07-11,2023-07-18,4,1,High,1,Closed
6571,2023-07-11,2023-07-12,12,3,High,1,Closed
6572,2023-07-11,2023-07-14,20,4,High,1,Closed
6573,2023-07-11,2023-07-13,5,1,Medium,2,Closed
6574,2023-07-11,,17,4,Low,3,Open
6575,2023-07-11,2023-07-19,19,4,High,1,Closed
6576,2023-07-11,2023-07-12,15,3,Low,3,Closed
6577,2023-07-11,,15,3,Medium,2,Open
6578,2023-07-11,2023-07-19,20,4,Medium,2,Closed
6579,2023-07-11,2023-07-16,9,2,High,1,Closed
6580,2023-07-11,2023-07-12,10,2,Low,3,Closed
6581,2023-07-11,2023-07-19,7,2,High,1,Closed
6582,2023-07-11,,1,1,Low,3,Open
6583,2023-07-11,2023-07-19,3,1,Low,3,Closed
6584,2023-07-11,,20,4,Low,3,Open
6585,2023-07-11,2023-07-15,8,2,Low,3,Closed
6586,2023-07-11,,15,3,Low,3,Open
6587,2023-07-11,2023-07-17,11,3,Medium,2,Closed
6588,2023-07-12,2023-07-14,6,2,Medium,2,Closed
6589,2023-07-12,2023-07-16,1,1,Low,3,Closed
6590,2023-07-12,2023-07-19,1,1,High,1,Closed
6591,2023-07-12,2023-07-21,1,1,High,1,Closed
6592,2023-07-12,2023-07-18,16,4,High,1,Closed
6593,2023-07-12,2023-07-16,5,1,Low,3,Closed
6594,2023-07-12,2023-07-18,9,2,High,1,Closed
6595,2023-07-12,2023-07-21,15,3,Low,3,Closed
6596,2023-07-12,2023-07-21,8,2,High,1,Closed
6597,2023-07-12,,12,3,Medium,2,Open
6598,2023-07-12,2023-07-16,11,3,High,1,Closed
6599,2023-07-12,2023-07-16,13,3,High,1,Closed
6600,2023-07-12,2023-07-14,9,2,Medium,2,Closed
6601,2023-07-12,2023-07-16,2,1,Low,3,Closed
6602,2023-07-12,2023-07-19,9,2,Medium,2,Closed
6603,2023-07-12,2023-07-13,19,4,Low,3,Closed
6604,2023-07-12,2023-07-18,18,4,High,1,Closed
6605,2023-07-12,2023-07-19,20,4,Low,3,Closed
6606,2023-07-12,2023-07-15,13,3,Low,3,Closed
6607,2023-07-12,2023-07-21,12,3,High,1,Closed
6608,2023-07-12,,14,3,Low,3,Open
6609,2023-07-12,2023-07-20,11,3,Low,3,Closed
6610,2023-07-12,,4,1,Medium,2,Open
6611,2023-07-12,2023-07-18,11,3,High,1,Closed
6612,2023-07-12,2023-07-14,10,2,High,1,Closed
6613,2023-07-12,2023-07-18,5,1,High,1,Closed
6614,2023-07-12,2023-07-13,10,2,High,1,Closed
6615,2023-07-13,,5,1,Medium,2,Open
6616,2023-07-13,2023-07-21,12,3,High,1,Closed
6617,2023-07-13,2023-07-20,16,4,Medium,2,Closed
6618,2023-07-13,2023-07-21,1,1,Medium,2,Closed
6619,2023-07-13,2023-07-22,5,1,Medium,2,Closed
6620,2023-07-13,2023-07-14,19,4,Medium,2,Closed
6621,2023-07-13,2023-07-14,2,1,Medium,2,Closed
6622,2023-07-13,2023-07-16,12,3,Low,3,Closed
6623,2023-07-13,2023-07-15,17,4,Medium,2,Closed
6624,2023-07-13,2023-07-14,9,2,High,1,Closed
6625,2023-07-13,2023-07-22,1,1,Low,3,Closed
6626,2023-07-13,2023-07-15,7,2,High,1,Closed
6627,2023-07-13,,20,4,Low,3,Open
6628,2023-07-13,2023-07-20,9,2,Medium,2,Closed
6629,2023-07-13,2023-07-19,12,3,Medium,2,Closed
6630,2023-07-13,,4,1,Medium,2,Open
6631,2023-07-13,2023-07-20,7,2,High,1,Closed
6632,2023-07-13,2023-07-19,15,3,Medium,2,Closed
6633,2023-07-13,2023-07-15,13,3,High,1,Closed
6634,2023-07-13,,3,1,Medium,2,Open
6635,2023-07-14,2023-07-16,16,4,Low,3,Closed
6636,2023-07-14,2023-07-15,11,3,Medium,2,Closed
6637,2023-07-14,2023-07-16,2,1,High,1,Closed
6638,2023-07-14,,16,4,Medium,2,Open
6639,2023-07-14,2023-07-19,5,1,High,1,Closed
6640,2023-07-14,2023-07-22,8,2,High,1,Closed
6641,2023-07-14,2023-07-18,13,3,Low,3,Closed
6642,2023-07-14,2023-07-22,19,4,High,1,Closed
6643,2023-07-14,2023-07-20,17,4,Low,3,Closed
6644,2023-07-14,,7,2,High,1,Open
6645,2023-07-14,2023-07-15,19,4,High,1,Closed
6646,2023-07-14,,2,1,Medium,2,Open
6647,2023-07-14,,10,2,Low,3,Open
6648,2023-07-14,2023-07-17,11,3,High,1,Closed
6649,2023-07-14,2023-07-23,10,2,Low,3,Closed
6650,2023-07-14,2023-07-22,16,4,Medium,2,Closed
6651,2023-07-14,2023-07-15,19,4,Low,3,Closed
6652,2023-07-14,2023-07-20,7,2,Medium,2,Closed
6653,2023-07-14,2023-07-19,12,3,High,1,Closed
6654,2023-07-14,2023-07-15,1,1,Medium,2,Closed
6655,2023-07-14,2023-07-17,13,3,Low,3,Closed
6656,2023-07-14,2023-07-17,16,4,Low,3,Closed
6657,2023-07-14,2023-07-19,4,1,Low,3,Closed
6658,2023-07-14,2023-07-16,2,1,Medium,2,Closed
6659,2023-07-15,2023-07-17,4,1,Medium,2,Closed
6660,2023-07-15,2023-07-23,15,3,Low,3,Closed
6661,2023-07-15,2023-07-23,12,3,Medium,2,Closed
6662,2023-07-15,2023-07-19,8,2,Low,3,Closed
6663,2023-07-15,2023-07-23,20,4,High,1,Closed
6664,2023-07-15,2023-07-17,11,3,Medium,2,Closed
6665,2023-07-15,2023-07-17,17,4,High,1,Closed
6666,2023-07-15,2023-07-21,15,3,Low,3,Closed
6667,2023-07-15,2023-07-18,3,1,Low,3,Closed
6668,2023-07-15,2023-07-17,12,3,High,1,Closed
6669,2023-07-15,,11,3,Low,3,Open
6670,2023-07-15,2023-07-20,17,4,Medium,2,Closed
6671,2023-07-15,2023-07-21,19,4,Low,3,Closed
6672,2023-07-15,2023-07-24,14,3,Low,3,Closed
6673,2023-07-15,,8,2,High,1,Open
6674,2023-07-15,,12,3,Medium,2,Open
6675,2023-07-15,2023-07-22,14,3,High,1,Closed
6676,2023-07-15,2023-07-19,9,2,High,1,Closed
6677,2023-07-15,2023-07-22,4,1,Medium,2,Closed
6678,2023-07-15,2023-07-23,1,1,Low,3,Closed
6679,2023-07-15,2023-07-22,9,2,Low,3,Closed
6680,2023-07-15,2023-07-20,19,4,Medium,2,Closed
6681,2023-07-15,,9,2,Low,3,Open
6682,2023-07-15,2023-07-19,8,2,Low,3,Closed
6683,2023-07-15,2023-07-23,15,3,Medium,2,Closed
6684,2023-07-15,,13,3,Low,3,Open
6685,2023-07-15,2023-07-22,16,4,Low,3,Closed
6686,2023-07-15,,4,1,Low,3,Open
6687,2023-07-15,2023-07-20,7,2,Low,3,Closed
6688,2023-07-15,2023-07-18,18,4,High,1,Closed
6689,2023-07-15,2023-07-23,9,2,Low,3,Closed
6690,2023-07-15,2023-07-24,20,4,Low,3,Closed
6691,2023-07-16,2023-07-24,4,1,Medium,2,Closed
6692,2023-07-16,,12,3,High,1,Open
6693,2023-07-16,,20,4,Medium,2,Open
6694,2023-07-16,,14,3,Medium,2,Open
6695,2023-07-16,,9,2,High,1,Open
6696,2023-07-16,2023-07-18,16,4,Medium,2,Closed
6697,2023-07-16,2023-07-19,3,1,Low,3,Closed
6698,2023-07-16,2023-07-23,7,2,Medium,2,Closed
6699,2023-07-16,2023-07-17,8,2,High,1,Closed
6700,2023-07-16,2023-07-19,20,4,High,1,Closed
6701,2023-07-16,2023-07-24,7,2,Medium,2,Closed
6702,2023-07-16,2023-07-20,12,3,Medium,2,Closed
6703,2023-07-16,,5,1,Medium,2,Open
6704,2023-07-16,,3,1,High,1,Open
6705,2023-07-16,2023-07-17,7,2,Low,3,Closed
6706,2023-07-16,2023-07-22,18,4,High,1,Closed
6707,2023-07-16,2023-07-20,4,1,Low,3,Closed
6708,2023-07-16,2023-07-22,20,4,Medium,2,Closed
6709,2023-07-16,2023-07-24,17,4,Low,3,Closed
6710,2023-07-16,2023-07-21,5,1,Low,3,Closed
6711,2023-07-16,2023-07-20,8,2,Low,3,Closed
6712,2023-07-16,2023-07-21,11,3,Low,3,Closed
6713,2023-07-16,2023-07-22,12,3,High,1,Closed
6714,2023-07-16,2023-07-18,15,3,Medium,2,Closed
6715,2023-07-16,,1,1,Low,3,Open
6716,2023-07-16,2023-07-22,8,2,Low,3,Closed
6717,2023-07-16,2023-07-25,11,3,Medium,2,Closed
6718,2023-07-16,2023-07-25,10,2,High,1,Closed
6719,2023-07-16,2023-07-25,19,4,Low,3,Closed
6720,2023-07-16,,4,1,High,1,Open
6721,2023-07-16,2023-07-18,6,2,High,1,Closed
6722,2023-07-16,,4,1,Medium,2,Open
6723,2023-07-16,2023-07-20,7,2,Medium,2,Closed
6724,2023-07-16,2023-07-25,5,1,Low,3,Closed
6725,2023-07-16,2023-07-18,12,3,High,1,Closed
6726,2023-07-16,2023-07-25,2,1,High,1,Closed
6727,2023-07-16,,4,1,High,1,Open
6728,2023-07-16,2023-07-18,13,3,Medium,2,Closed
6729,2023-07-16,2023-07-18,8,2,Low,3,Closed
6730,2023-07-16,,14,3,Low,3,Open
6731,2023-07-16,2023-07-22,10,2,Medium,2,Closed
6732,2023-07-16,2023-07-18,14,3,High,1,Closed
6733,2023-07-17,2023-07-25,4,1,Medium,2,Closed
6734,2023-07-17,2023-07-23,14,3,Low,3,Closed
6735,2023-07-17,,11,3,High,1,Open
6736,2023-07-17,,6,2,Low,3,Open
6737,2023-07-17,2023-07-19,1,1,Low,3,Closed
6738,2023-07-17,2023-07-19,2,1,Low,3,Closed
6739,2023-07-17,2023-07-25,13,3,Medium,2,Closed
6740,2023-07-17,2023-07-21,1,1,High,1,Closed
6741,2023-07-17,,5,1,Low,3,Open
6742,2023-07-17,2023-07-24,5,1,Medium,2,Closed
6743,2023-07-17,2023-07-23,9,2,Low,3,Closed
6744,2023-07-17,2023-07-24,15,3,Medium,2,Closed
6745,2023-07-17,,14,3,Medium,2,Open
6746,2023-07-17,2023-07-26,10,2,Low,3,Closed
6747,2023-07-17,2023-07-20,19,4,Medium,2,Closed
6748,2023-07-17,,6,2,Low,3,Open
6749,2023-07-17,2023-07-24,11,3,Low,3,Closed
6750,2023-07-17,2023-07-18,12,3,High,1,Closed
6751,2023-07-17,2023-07-21,8,2,Low,3,Closed
6752,2023-07-17,,20,4,Medium,2,Open
6753,2023-07-17,2023-07-23,2,1,Low,3,Closed
6754,2023-07-17,2023-07-24,2,1,High,1,Closed
6755,2023-07-17,,20,4,Low,3,Open
6756,2023-07-17,2023-07-23,16,4,Medium,2,Closed
6757,2023-07-17,2023-07-23,3,1,Medium,2,Closed
6758,2023-07-17,2023-07-26,12,3,High,1,Closed
6759,2023-07-17,,1,1,Low,3,Open
6760,2023-07-17,2023-07-20,18,4,High,1,Closed
6761,2023-07-17,2023-07-21,7,2,High,1,Closed
6762,2023-07-17,2023-07-19,10,2,High,1,Closed
6763,2023-07-17,2023-07-21,17,4,Medium,2,Closed
6764,2023-07-17,,19,4,Low,3,Open
6765,2023-07-17,2023-07-18,12,3,High,1,Closed
6766,2023-07-17,2023-07-18,14,3,Medium,2,Closed
6767,2023-07-17,2023-07-22,20,4,Medium,2,Closed
6768,2023-07-17,2023-07-24,10,2,Medium,2,Closed
6769,2023-07-17,,18,4,High,1,Open
6770,2023-07-17,2023-07-18,13,3,High,1,Closed
6771,2023-07-17,2023-07-21,11,3,Medium,2,Closed
6772,2023-07-17,2023-07-18,3,1,Medium,2,Closed
6773,2023-07-18,2023-07-27,20,4,High,1,Closed
6774,2023-07-18,2023-07-20,11,3,High,1,Closed
6775,2023-07-18,2023-07-23,10,2,High,1,Closed
6776,2023-07-18,2023-07-19,17,4,Medium,2,Closed
6777,2023-07-18,2023-07-22,1,1,Low,3,Closed
6778,2023-07-18,2023-07-24,14,3,High,1,Closed
6779,2023-07-18,,19,4,Medium,2,Open
6780,2023-07-18,2023-07-19,17,4,High,1,Closed
6781,2023-07-18,,4,1,High,1,Open
6782,2023-07-18,2023-07-22,1,1,Low,3,Closed
6783,2023-07-18,2023-07-24,2,1,High,1,Closed
6784,2023-07-18,,13,3,High,1,Open
6785,2023-07-18,2023-07-20,2,1,Medium,2,Closed
6786,2023-07-18,2023-07-20,16,4,Medium,2,Closed
6787,2023-07-18,,19,4,High,1,Open
6788,2023-07-18,,15,3,High,1,Open
6789,2023-07-18,2023-07-19,9,2,Medium,2,Closed
6790,2023-07-18,2023-07-27,12,3,High,1,Closed
6791,2023-07-18,2023-07-21,20,4,Medium,2,Closed
6792,2023-07-18,2023-07-20,15,3,Medium,2,Closed
6793,2023-07-18,2023-07-25,13,3,High,1,Closed
6794,2023-07-18,2023-07-27,20,4,Medium,2,Closed
6795,2023-07-18,2023-07-26,1,1,Low,3,Closed
6796,2023-07-18,2023-07-20,20,4,Medium,2,Closed
6797,2023-07-18,2023-07-25,13,3,High,1,Closed
6798,2023-07-18,2023-07-26,13,3,Low,3,Closed
6799,2023-07-18,2023-07-26,9,2,Medium,2,Closed
6800,2023-07-18,2023-07-22,5,1,Low,3,Closed
6801,2023-07-18,2023-07-22,1,1,High,1,Closed
6802,2023-07-18,2023-07-20,4,1,High,1,Closed
6803,2023-07-18,2023-07-19,13,3,Medium,2,Closed
6804,2023-07-18,2023-07-26,12,3,Medium,2,Closed
6805,2023-07-18,,6,2,Low,3,Open
6806,2023-07-18,2023-07-19,3,1,Low,3,Closed
6807,2023-07-18,2023-07-19,7,2,Low,3,Closed
6808,2023-07-18,,6,2,High,1,Open
6809,2023-07-18,,16,4,High,1,Open
6810,2023-07-18,2023-07-19,10,2,Medium,2,Closed
6811,2023-07-18,2023-07-23,1,1,High,1,Closed
6812,2023-07-18,2023-07-21,7,2,High,1,Closed
6813,2023-07-18,2023-07-22,2,1,High,1,Closed
6814,2023-07-18,2023-07-24,12,3,Medium,2,Closed
6815,2023-07-18,,4,1,High,1,Open
6816,2023-07-18,2023-07-21,8,2,High,1,Closed
6817,2023-07-19,2023-07-21,18,4,Medium,2,Closed
6818,2023-07-19,,20,4,Medium,2,Open
6819,2023-07-19,2023-07-28,12,3,High,1,Closed
6820,2023-07-19,2023-07-21,10,2,High,1,Closed
6821,2023-07-19,2023-07-22,8,2,Medium,2,Closed
6822,2023-07-19,2023-07-28,13,3,High,1,Closed
6823,2023-07-19,,7,2,Medium,2,Open
6824,2023-07-19,2023-07-24,6,2,High,1,Closed
6825,2023-07-19,2023-07-25,3,1,Low,3,Closed
6826,2023-07-19,2023-07-27,19,4,High,1,Closed
6827,2023-07-19,2023-07-21,6,2,Medium,2,Closed
6828,2023-07-19,,19,4,Low,3,Open
6829,2023-07-19,2023-07-25,18,4,Medium,2,Closed
6830,2023-07-19,2023-07-24,2,1,High,1,Closed
6831,2023-07-19,2023-07-27,8,2,Low,3,Closed
6832,2023-07-19,2023-07-25,6,2,Low,3,Closed
6833,2023-07-19,2023-07-23,6,2,Low,3,Closed
6834,2023-07-19,2023-07-28,16,4,High,1,Closed
6835,2023-07-19,2023-07-28,4,1,Low,3,Closed
6836,2023-07-19,2023-07-24,18,4,Low,3,Closed
6837,2023-07-19,2023-07-23,10,2,Medium,2,Closed
6838,2023-07-19,2023-07-20,12,3,Low,3,Closed
6839,2023-07-19,2023-07-25,7,2,Low,3,Closed
6840,2023-07-19,2023-07-25,10,2,Medium,2,Closed
6841,2023-07-19,2023-07-27,3,1,Medium,2,Closed
6842,2023-07-19,2023-07-26,13,3,High,1,Closed
6843,2023-07-19,,8,2,High,1,Open
6844,2023-07-19,,15,3,Low,3,Open
6845,2023-07-19,,3,1,High,1,Open
6846,2023-07-19,2023-07-21,8,2,High,1,Closed
6847,2023-07-19,2023-07-24,14,3,Low,3,Closed
6848,2023-07-19,2023-07-21,6,2,Low,3,Closed
6849,2023-07-19,2023-07-22,10,2,Medium,2,Closed
6850,2023-07-19,2023-07-25,13,3,High,1,Closed
6851,2023-07-19,2023-07-22,19,4,Low,3,Closed
6852,2023-07-19,,16,4,Low,3,Open
6853,2023-07-19,2023-07-27,19,4,Medium,2,Closed
6854,2023-07-19,2023-07-23,18,4,Medium,2,Closed
6855,2023-07-19,2023-07-26,15,3,High,1,Closed
6856,2023-07-20,2023-07-29,7,2,Low,3,Closed
6857,2023-07-20,2023-07-23,6,2,Low,3,Closed
6858,2023-07-20,2023-07-23,10,2,High,1,Closed
6859,2023-07-20,2023-07-27,17,4,Medium,2,Closed
6860,2023-07-20,2023-07-26,13,3,High,1,Closed
6861,2023-07-20,2023-07-23,14,3,Low,3,Closed
6862,2023-07-20,2023-07-24,13,3,High,1,Closed
6863,2023-07-20,2023-07-22,15,3,Medium,2,Closed
6864,2023-07-20,2023-07-25,19,4,Medium,2,Closed
6865,2023-07-20,2023-07-26,14,3,High,1,Closed
6866,2023-07-20,2023-07-28,14,3,Low,3,Closed
6867,2023-07-20,2023-07-22,3,1,Medium,2,Closed
6868,2023-07-20,2023-07-24,15,3,High,1,Closed
6869,2023-07-20,2023-07-28,19,4,Medium,2,Closed
6870,2023-07-20,,20,4,Medium,2,Open
6871,2023-07-20,2023-07-25,6,2,High,1,Closed
6872,2023-07-20,2023-07-29,2,1,Medium,2,Closed
6873,2023-07-20,2023-07-22,6,2,Medium,2,Closed
6874,2023-07-20,2023-07-24,18,4,High,1,Closed
6875,2023-07-20,2023-07-27,2,1,High,1,Closed
6876,2023-07-20,,17,4,Low,3,Open
6877,2023-07-20,2023-07-23,12,3,Medium,2,Closed
6878,2023-07-20,2023-07-25,6,2,Low,3,Closed
6879,2023-07-20,2023-07-23,13,3,High,1,Closed
6880,2023-07-20,2023-07-25,3,1,Medium,2,Closed
6881,2023-07-20,2023-07-25,10,2,High,1,Closed
6882,2023-07-21,,4,1,Medium,2,Open
6883,2023-07-21,,14,3,Medium,2,Open
6884,2023-07-21,2023-07-25,10,2,Low,3,Closed
6885,2023-07-21,2023-07-26,7,2,High,1,Closed
6886,2023-07-21,2023-07-22,2,1,Medium,2,Closed
6887,2023-07-21,2023-07-23,3,1,High,1,Closed
6888,2023-07-21,2023-07-23,2,1,Low,3,Closed
6889,2023-07-21,2023-07-26,10,2,Medium,2,Closed
6890,2023-07-21,2023-07-24,8,2,Medium,2,Closed
6891,2023-07-21,2023-07-29,15,3,Medium,2,Closed
6892,2023-07-21,2023-07-30,6,2,High,1,Closed
6893,2023-07-21,2023-07-29,13,3,Medium,2,Closed
6894,2023-07-21,2023-07-25,12,3,High,1,Closed
6895,2023-07-21,2023-07-27,13,3,High,1,Closed
6896,2023-07-21,2023-07-26,10,2,High,1,Closed
6897,2023-07-21,2023-07-26,1,1,High,1,Closed
6898,2023-07-21,2023-07-24,11,3,Low,3,Closed
6899,2023-07-21,2023-07-30,4,1,Medium,2,Closed
6900,2023-07-21,2023-07-22,13,3,High,1,Closed
6901,2023-07-21,2023-07-24,17,4,Low,3,Closed
6902,2023-07-21,,8,2,Medium,2,Open
6903,2023-07-21,2023-07-23,3,1,Medium,2,Closed
6904,2023-07-21,2023-07-27,20,4,Medium,2,Closed
6905,2023-07-21,2023-07-24,19,4,Low,3,Closed
6906,2023-07-21,2023-07-29,8,2,Low,3,Closed
6907,2023-07-21,2023-07-28,12,3,High,1,Closed
6908,2023-07-21,2023-07-22,4,1,High,1,Closed
6909,2023-07-21,2023-07-27,3,1,High,1,Closed
6910,2023-07-21,2023-07-26,17,4,Low,3,Closed
6911,2023-07-21,2023-07-26,15,3,Medium,2,Closed
6912,2023-07-22,2023-07-24,6,2,High,1,Closed
6913,2023-07-22,2023-07-29,10,2,Low,3,Closed
6914,2023-07-22,2023-07-29,16,4,Low,3,Closed
6915,2023-07-22,,9,2,High,1,Open
6916,2023-07-22,2023-07-31,4,1,High,1,Closed
6917,2023-07-22,2023-07-25,19,4,High,1,Closed
6918,2023-07-22,2023-07-29,19,4,High,1,Closed
6919,2023-07-22,2023-07-31,10,2,Medium,2,Closed
6920,2023-07-22,2023-07-30,12,3,Medium,2,Closed
6921,2023-07-22,2023-07-29,3,1,High,1,Closed
6922,2023-07-22,2023-07-30,3,1,Medium,2,Closed
6923,2023-07-22,2023-07-26,20,4,Low,3,Closed
6924,2023-07-22,2023-07-28,2,1,High,1,Closed
6925,2023-07-22,2023-07-28,16,4,High,1,Closed
6926,2023-07-22,,10,2,Medium,2,Open
6927,2023-07-22,,8,2,Medium,2,Open
6928,2023-07-22,,1,1,Low,3,Open
6929,2023-07-22,2023-07-23,5,1,Medium,2,Closed
6930,2023-07-22,2023-07-27,10,2,Medium,2,Closed
6931,2023-07-22,,8,2,Medium,2,Open
6932,2023-07-22,,5,1,High,1,Open
6933,2023-07-22,2023-07-29,5,1,Medium,2,Closed
6934,2023-07-22,,3,1,Low,3,Open
6935,2023-07-22,,18,4,High,1,Open
6936,2023-07-22,2023-07-23,19,4,Medium,2,Closed
6937,2023-07-22,2023-07-30,19,4,Low,3,Closed
6938,2023-07-22,2023-07-30,4,1,Low,3,Closed
6939,2023-07-22,,1,1,Low,3,Open
6940,2023-07-22,2023-07-27,4,1,High,1,Closed
6941,2023-07-22,2023-07-29,6,2,High,1,Closed
6942,2023-07-22,2023-07-29,18,4,Medium,2,Closed
6943,2023-07-22,2023-07-25,15,3,Low,3,Closed
6944,2023-07-22,2023-07-26,14,3,Medium,2,Closed
6945,2023-07-22,2023-07-29,4,1,High,1,Closed
6946,2023-07-22,,12,3,Low,3,Open
6947,2023-07-22,,18,4,High,1,Open
6948,2023-07-22,,19,4,Low,3,Open
6949,2023-07-22,,2,1,Low,3,Open
6950,2023-07-22,2023-07-28,16,4,Medium,2,Closed
6951,2023-07-22,2023-07-27,10,2,Medium,2,Closed
6952,2023-07-22,2023-07-30,12,3,Low,3,Closed
6953,2023-07-22,2023-07-25,14,3,High,1,Closed
6954,2023-07-22,2023-07-27,3,1,High,1,Closed
6955,2023-07-23,2023-07-25,15,3,Medium,2,Closed
6956,2023-07-23,2023-07-24,4,1,High,1,Closed
6957,2023-07-23,2023-07-30,9,2,High,1,Closed
6958,2023-07-23,2023-07-29,10,2,Medium,2,Closed
6959,2023-07-23,2023-07-31,4,1,Medium,2,Closed
6960,2023-07-23,,10,2,Low,3,Open
6961,2023-07-23,2023-07-26,16,4,High,1,Closed
6962,2023-07-23,2023-07-26,10,2,Medium,2,Closed
6963,2023-07-23,,9,2,Medium,2,Open
6964,2023-07-23,2023-07-31,1,1,High,1,Closed
6965,2023-07-23,2023-07-29,4,1,Medium,2,Closed
6966,2023-07-23,2023-07-30,5,1,Medium,2,Closed
6967,2023-07-23,,13,3,High,1,Open
6968,2023-07-23,2023-07-30,19,4,Medium,2,Closed
6969,2023-07-23,2023-07-27,19,4,Low,3,Closed
6970,2023-07-23,2023-07-27,17,4,High,1,Closed
6971,2023-07-23,2023-07-24,14,3,High,1,Closed
6972,2023-07-23,2023-07-30,1,1,Low,3,Closed
6973,2023-07-23,2023-07-30,7,2,High,1,Closed
6974,2023-07-23,2023-07-27,2,1,High,1,Closed
6975,2023-07-23,2023-07-30,1,1,Medium,2,Closed
6976,2023-07-23,2023-07-30,19,4,High,1,Closed
6977,2023-07-23,2023-07-30,10,2,Medium,2,Closed
6978,2023-07-23,2023-07-28,2,1,High,1,Closed
6979,2023-07-23,,3,1,High,1,Open
6980,2023-07-23,2023-07-27,4,1,Medium,2,Closed
6981,2023-07-23,2023-07-27,1,1,High,1,Closed
6982,2023-07-23,2023-07-28,19,4,Low,3,Closed
6983,2023-07-23,2023-07-25,2,1,High,1,Closed
6984,2023-07-23,2023-07-29,19,4,Low,3,Closed
6985,2023-07-23,2023-07-29,12,3,Medium,2,Closed
6986,2023-07-23,2023-07-25,9,2,Medium,2,Closed
6987,2023-07-23,2023-07-26,17,4,Medium,2,Closed
6988,2023-07-23,,9,2,Medium,2,Open
6989,2023-07-23,2023-07-29,1,1,Low,3,Closed
6990,2023-07-23,2023-08-01,12,3,Low,3,Closed
6991,2023-07-24,,18,4,Low,3,Open
6992,2023-07-24,2023-07-30,18,4,Medium,2,Closed
6993,2023-07-24,2023-07-31,3,1,High,1,Closed
6994,2023-07-24,2023-07-25,1,1,Low,3,Closed
6995,2023-07-24,,14,3,Medium,2,Open
6996,2023-07-24,2023-07-27,2,1,Low,3,Closed
6997,2023-07-24,2023-08-02,20,4,High,1,Closed
6998,2023-07-24,2023-07-26,17,4,Low,3,Closed
6999,2023-07-24,2023-07-28,7,2,High,1,Closed
7000,2023-07-24,,19,4,Low,3,Open
7001,2023-07-24,,3,1,High,1,Open
7002,2023-07-24,2023-07-29,17,4,High,1,Closed
7003,2023-07-24,,15,3,High,1,Open
7004,2023-07-24,2023-07-27,2,1,Low,3,Closed
7005,2023-07-24,2023-07-29,3,1,High,1,Closed
7006,2023-07-24,,6,2,Low,3,Open
7007,2023-07-24,2023-07-25,3,1,High,1,Closed
7008,2023-07-24,,14,3,Medium,2,Open
7009,2023-07-24,2023-07-26,7,2,High,1,Closed
7010,2023-07-24,,1,1,Medium,2,Open
7011,2023-07-24,2023-07-25,12,3,Low,3,Closed
7012,2023-07-24,,20,4,High,1,Open
7013,2023-07-24,2023-07-30,8,2,Low,3,Closed
7014,2023-07-24,2023-07-30,17,4,Medium,2,Closed
7015,2023-07-24,2023-07-27,1,1,High,1,Closed
7016,2023-07-25,2023-07-31,13,3,High,1,Closed
7017,2023-07-25,2023-07-31,10,2,High,1,Closed
7018,2023-07-25,2023-07-31,6,2,Low,3,Closed
7019,2023-07-25,2023-08-02,4,1,High,1,Closed
7020,2023-07-25,2023-07-26,7,2,High,1,Closed
7021,2023-07-25,2023-07-30,11,3,High,1,Closed
7022,2023-07-25,,19,4,High,1,Open
7023,2023-07-25,,15,3,High,1,Open
7024,2023-07-25,2023-08-02,3,1,Low,3,Closed
